Channel,message,category
ImageJ,Cool.,joy
ImageJ,"really, really strange",surprise
ImageJ,the problem is that you are copying all of the metadata about the original `ImgPlus` even when it's not applicable,anger
ImageJ,":worried: I was thinking `ImgPlus(Img, CalibratedSpace)` but since we can't cast in python that won't work..",fear
Jhipster,"Welcome everyone, I officially announce this chat room opened!",joy
Jhipster,thank you for the great piece of generator,love
Jhipster,"Nice ! I asked about the mailing list because I think more people could ask more questions, share some thoughts, help each other... Twitter is too restrictive, github issues too formal and I've seen people losing credibility on stackoverflow because of nothing. But I got your point, this might be helpful enough. Thanks",joy
Jhipster,Awesome,joy
Jhipster,"hey guys, does anybody have an idea to reduce the switches further in this [PR](https://github.com/jhipster/generator-jhipster/pull/1496)",fear
Jhipster,"i'have create a jhisper app. It work on spring-boot, but when i put the generate war in tomcat 7,  i have this error java.lang.NoSuchMethodError: javax.servlet.ServletContext.getVirtualServerName()Ljava/lang/String;",fear
Jhipster,Looks like a wrong version of the Java EE APIs,sadness
Jhipster,That should be OK then,joy
Jhipster,good news :),joy
Jhipster,Same issue here with Grails: https://jira.grails.org/browse/GRAILS-12105,sadness
Jhipster,"OK, found the solution: http://www.concretepage.com/forum/thread?qid=291",joy
Jhipster,"effectively, i've removed tomcat-embed-core-8.0.20.jar, etc. libs and it work now...",joy
Jhipster,"on tomcat 8, my war works too :)",joy
Jhipster,"OK, if you can deploy on Tomcat 8 that's perfect",joy
Jhipster,"on my laptop yes, on our test server with jenkins, it require a bit work...",sadness
Jhipster,Thanks for the tip about the directory exclusions for IntelliJ Henri.  I've been using the \show grunt tasks\ in IntelliJ along with the Gradle window to execute bootRun and serve from the IDE.  So far so good...,joy
Jhipster,"Hello all, I love the idea of jhipster, and have played with it a bit, but I have some concerns about it and would like to hear your opinions of them:",fear
Jhipster,"First up, I don't like the monolithic nature of the thing generated in one big fat directory and would prefer seperate projects. I could split it up post generation, but then I couldn't use the workflow to add more tables/relationships/etc easily. So I thought maybe it'd be possible to have a few directories in a tree. Something like generator top level where the yeoman stuff is stored, and subdirs for db access, front end, split away from each other and able to be worked on independently and released independently with different life cycles.",anger
Jhipster,Obviously the monolithic style should be retained as default. However it'd be really nice if it supported a split out layout.,sadness
Jhipster,"OK, got the latest fired up here, metrics work java -jar target/*.war on my local amd64 Ubuntu box, but not on my server with the same war in i386",fear
Jhipster,"I recall being able to get it into a confused state where other menus also wouldn't work, but not the details, and my memory may be wrong.",sadness
Jhipster,Ha! Solved. Adblock plus was killing it. :-D Wish I'd realised that last time. Looks neat :-),joy
Jhipster,hey guys. just a question. how hard would be to pivot jhipster to a microservice generator with an optional UI ?,fear
Jhipster,Does anybody got a clue how to simply add a custom angular route quickly ? I tried to use angular-fullstack generator but it seams that JHispter is using the same structure but not the plugin.,fear
Jhipster,"I just give a try to angular-fullstack but you can not just add a route without creationg a full application and this is not the qucik, clean, easy solution i want :) Will try angular.",sadness
Jhipster,"yes, with angular too it is not  directly working. ",sadness
Jhipster,"Good to hear you're at least partially open to it, anyway :-)",joy
Jhipster,"in any case, i love what you've done, it gives me a single-handed chance at doing a full fledged web app for my project ",joy
Jhipster,we talk about different things I'm afraid,fear
Jhipster,"yes, understood",joy
Jhipster,"and it's nice to depend on the released artifact and solely develop and build the things that depend on that, above",joy
Jhipster,"I hate multi-project modules with Maven, but I'm not doing JHipster only for myself, that's why we have different options in the generator :-)",anger
Jhipster,"i hate them, too",anger
Jhipster,"exactly, and you could more easily say that a particular artifact was stable.",joy
Jhipster,"so it's a bit complicated to know what should be put in a lib, and what should be generated",fear
Jhipster,I like the ideea of having multiple jshipster apps talking to each other via REST. maybe also by some messaging system?,joy
Jhipster,not a big fan of maven modules especially created based on application layers,sadness
Jhipster,Hi guys I have some entities which work fine in dev mode but after the grunt compression some of them fail. Which is the best place to start to fix this.,fear
Jhipster,"I can see the rest resources request, the html file, which are all the same in the target folder but the table is not rendered. And clicking the create button just opens up the dialog with missing buttons.",fear
Jhipster,Thanks I'll try to debug this on JS level to see what is happening.,joy
Jhipster,"Can't say i was expecting that to be so in-your-face, sorry.",sadness
Jhipster,"I'll stick with jhipster 2.X, thanks :-) Cheers for the link, though.",joy
Jhipster,"Perfect! I was thinking the same thing, just getting through my dinner before commenting :-)",joy
Jhipster,@jdubois @fredcooke Spring Cloud Netflix - got my head spinning ,sadness
Jhipster,"@jdubois the netflix stack is awesome. We've used only some parts of it yet (hystrix, archeus) but ir really rocks! So jhipster build on spring boot netflix would be awesome!",joy
Jhipster,"Hello, I wonder why directory  bower_components/ isn't mentioned in .gitignore file so that i won't be versioned?",fear
Jhipster,"it's a shame that all of these front end parts aren't pulled in as dependencies too, are you guys aware of the webjars project? somewhat in contradiction of the hipster movement, but... :-)",anger
Jhipster,I'd be more OK with it if the raw materials were stored in ~/.something and just used during the build to assemble something working.,sadness
Jhipster,"Checking other people's artifacts into SCM is so 1995, and not very hipster at all.",sadness
Jhipster,@deepu105 not yet,sadness
Jhipster,"OK, but where does this textarea tag comes from?",fear
Jhipster,"My own fault, I changed an input  field into textarea.",sadness
Jhipster,"A more general question I have, if there are any plugin concepts available in jhipster. What we are looking  for is to disable/enable a set of features just by dropping some jars from the project structure, or coordinate different build targets in a way that different features are released and others are excluded per target. Resulting in different feature set over all layers, web (navigation, forms), service and data. Just disabling it by roles doesn't help since we have different bundles of the application and these need to be handled per customer. Any hints are welcome.",fear
Jhipster,"Thought of profile already, thanks. Simply said the feature I am looking for is how to merge two or many jhipster apps by configuration. At the moment we are just branching per customer, which works fine but requires some manual work. Otherwise we are quite happy with the stack. ",joy
Jhipster,JHipster 2.12.0 is under way!!!,joy
Jhipster,:+1:  Impressive you can keep the nearly weekly release cycle!,joy
Jhipster,"@atomfrede it's very easy to release with NPM, I just have to do a \npm publish\ :-)",joy
Jhipster," Yup NPM rocks :) especially if u use a grunt/gulp plugin that does the major, minor auto bump and git commit, tag and npm update everything in one step is so neat, you should consider using those as well for your own workflows",joy
Jhipster,"Does that work, i was getting some weird exceptions",fear
Jhipster,"yes same issue, it works but throws weird errors",fear
Jhipster,Hmmm so it is not my fault :smile: ,joy
Jhipster,I thought i screwed up something ,sadness
Jhipster,Anyway bedtime good night hipsters :),joy
Jhipster,good night!,joy
Jhipster,"Does anyone have some experience with testing directives with external templates in JHipster? I'm trying to run a minimal test, but for some reason get the following error during the test: Error: Unexpected request: GET api/account?cacheBuster=1432308693294",fear
Jhipster,"hey, just wanted to say thanks to whoever put the new IDE configuration pages up - that was quick!",joy
Jhipster,"hey btw for eclipse should we exclude scripts folder? what if we want to work with html and js within Eclipse, they do have angular plugin and stuff",fear
Jhipster,hey guys anyone facing issues running gatling on windows with gradle?,fear
Jhipster,I get this error,sadness
Jhipster,"no use, still same error. Damn windows!! the classpath added by gradle is too long with all those generated cache folder names. saw this post so wondering if there could be some config to make gatling work on windows with gradle",anger
Jhipster,any gradle experts to the rescue plz,fear
Jhipster,"Hey, porting jHipster to MS SQL, and writing a guide along the way. Sadly slightly stuck, anyone thinks they can figure out how to fix this error? https://stackoverflow.com/questions/30410653/jhipster-ms-sql-and-liquibase-throwing-java-lang-nosuchmethoderror",sadness
Jhipster,"@deepu105 I have my windows machine at the office and have a short vacation until wednesday. So I can't check it, but I've never tried it on windows",sadness
Jhipster,"@deepu105 this is the crappiest thing, but usually applicable in game installation and the like. Try making your project directory C:\\1charletter\\*",anger
Jhipster,but yeah that character limit for filepaths can be horrible.,fear
Jhipster,Thanks guys,love
Jhipster,"im very new to gradle so dont know how to do that to override for gatlingrun task, if you could give me a pointer I can try that out and if successful can do a PR",fear
Jhipster,@deepu105 I've found some hints not forking a seperate jvm process might overcome the error on windows,joy
Jhipster,"@pennadl Can't wait to place another order at unixstickers, just waiting for the jhipster stickers :smile: ",joy
Jhipster,@pennadl yes stickers will be great!! Thank you @atomfrede !,joy
Jhipster,also @jdubois cannot find the tips folder. https://puu.sh/hYhuG/68251809f3.jpg ,sadness
Jhipster,oracle one is not yet in,sadness
Jhipster,ya we should have :wink2: ,joy
Jhipster,@deepu105 I love you to death,love
Jhipster,Ic an finish this with this,joy
Jhipster,thank you mate,love
Jhipster,@Zyst  your last comment is it to me?,surprise
Jhipster,oh ok almost forgot that :wink2: ,sadness
Jhipster,"I really like jHipster, the community behind it seems fun. I'm gonna try to stick around and contribute.",joy
Jhipster,meee tooooooo,joy
Jhipster,i really like the concept of writing code that writes your code :joy_cat: ,joy
Jhipster,"haha, all in all (Hipster thing and all) I'm really glad I found this, I use Angular in basically everything I do that has anything to do with Front end design",joy
Jhipster,"so I'm glad I found this solution, it's making my life so much better.",joy
Jhipster,"ha ha  ya, I would love to see a day when your applications are fully autogenerated from a base model",joy
Jhipster,"never touched LISP, I really should",sadness
Jhipster,"ya exactly, I feel the same now, I have touched so many things that now i'm not an expert on anything :sob: ",sadness
Jhipster,"haha, how long have you been doing this for a living? ",joy
Jhipster,"I only started around 1 year and a half ago, to do this professionally that is. But I messed with coding all throughout my teenage years.",sadness
Jhipster,was originally an electrical engineer :joy: ,joy
Jhipster,"ah cool, yeah I used to be very open source-ish in my teenage years",joy
Jhipster,ha ha I'm evangelizing Jhipster within my  organization :joy: ,joy
Jhipster,"Hello, I can't run jhipster app locally after deploying to Heroku... I get an Exception at com.mycompany.myapp.Application.main(Application.java:72) Caused by: org.springframework.boot.context.embedded.EmbeddedServletContainerException: Unable to start embedded Tomcat ...  Specific - I am using postgress and compass... please help.",fear
Jhipster,"@jdubois Yes, I am using 2.12.0 version, I have post my consol log there in this question as: Michal, what am I doing wrong?",fear
Jhipster,Hi guys! jhipster is very interesting. Nice approach.  I have a question about supporting SpringJDBC in future versions ?,joy
Jhipster,Another question: after starting the application I didn't see \nice\ styled web page like in tutorial posted here http://jhipster.github.io/video_tutorial.html. Is it a bug depends on compass libraries ? ,fear
Jhipster,"yes, fixed: sudo gem install compass --pre",joy
Jhipster,Hey guys I havent really dont any enterprise web apps of any kind so i'm just a little confused with something simple. How do I link what is in my java code with the html?,fear
Jhipster,For instance if I make a variable that has the number 3 how can I display that?,fear
Jhipster,@henri-tremblay Thanks for the answer!,joy
Jhipster,^ I am pretty sure this is not even valid english syntax.,anger
Jhipster,"But if I am guessing correctly, which I guess I am not because your question could mean a shittload of other things:",anger
Jhipster,"guys I'm gonna ask a very stupid question, when we run in prod profile,  how do we enable the content to be served from dist by default?",fear
Jhipster,but do we have to  manually key in the/dist path?,fear
Jhipster,im using gulp and dist folder doesnt have index.html,sadness
Jhipster,i guess something went wrong,fear
Jhipster,anybody using gulp and seeing the same issue?,fear
Jhipster,could you please elaborate? What you said confused the heck out of me,fear
Jhipster,and when i did a gradlew bootrun -Pprod it wasnt working,sadness
Jhipster,then i found the dist folder is missing index.html,sadness
Jhipster,ok its working with grunt,joy
Jhipster,awesome,joy
Jhipster,i come from an ant background :P,joy
Jhipster,so gradle felt more at home,joy
Jhipster,fair enough,joy
Jhipster,"but have to admit gradle initial run is slow as hell, but subsequent ones are fast",sadness
Jhipster,oh ya windows :worried: ,fear
Jhipster,oh ya windows :worried: ,fear
Jhipster,which I could understand lol,joy
Jhipster,it is lol,joy
Jhipster,i actually liked the simplicity of gradle when compared to an ant build or a pom file,love
Jhipster,its way less code,joy
Jhipster,"oh dude, pom can go fucking berserk",anger
Jhipster,i really hate XML :P,anger
Jhipster,but as far as you are good so is your pom,joy
Jhipster,I bet shitty programmers can fuck up gradle as well,anger
Jhipster,alright seems to be done,joy
Jhipster,and reading through was very tough,sadness
Jhipster,so it's kinda become a second language to me,joy
Jhipster,ya even i'm used to xmlbut dont like it :P have been doing lots of soap services earlier so i got tired of xml,sadness
Jhipster,oops do gulp build,fear
Jhipster,"yeah absolutely, grunt build still going weirdly enough",fear
Jhipster,npm install would have been done already by yo:jhipster if you had let it run fully,sadness
Jhipster,`yo jhipster` doesn't do -g installs as far as I know,sadness
Jhipster,ha ha ya. so is your gulp failing now?,joy
Jhipster,it's just not doing anything,sadness
Jhipster,no error so far,joy
Jhipster,just stuck,fear
Jhipster,it has same issue without compass as well,fear
Jhipster,gradle is super slow,anger
Jhipster,ran properly it seems,joy
Jhipster,so its a bug i guess,fear
Jhipster,are you sure you don't need to run the application.java first? Note that this is a 100% clean install,fear
Jhipster,not sure if its a windows issue,fear
Jhipster,Does seem to be an issue https://puu.sh/i0V9c/519a27d23a.png,fear
Jhipster,"but yeah, Gradle seems sketchy as fuck, specially with Windows.",anger
Jhipster,thanks bro,love
Jhipster,"and I just gave up half way, I'm now 100% I'm the best person in my country for troubleshooting super bizarre and specific spring boot stuff.",joy
Jhipster,But it got me nothing,sadness
Jhipster,JSF is good,joy
Jhipster,I never tried JSF :P,sadness
Jhipster,"It's so easy, it's just insane",joy
Jhipster,then again if you are a full stack you _have_ to use xhtml so that's the biggest downside you can get,sadness
Jhipster,"screw xhtml, forever",anger
Jhipster,everything breaks with xhtml,anger
Jhipster,"but someone did a JSF project in my company and it was screwed up,might be the people didnt know it well enough",sadness
Jhipster,works on maven,joy
Jhipster,"After initializing my project with jhipster, when my collegue pull it, he's facing a table already exists with liquibase. What is wrong ?",fear
Jhipster,but i'm under ubuntu and my collegue windows. So we configure windows/mysql to be case insensitive but the problem still exists !,fear
Jhipster,"Hi.. I just started evaluating jhipster and relatively new to Yeoman. I am planning to use Oracle database. What is the best way to go about it? Generator doesn't support Oracle yet, so is there a way to skip the database part?",fear
Jhipster,@deepu105 @jdubois @Zyst : when my collegue pull the project (containing my liquibase changelogs) he's facing a \table already exists\ problem. In his DB scheeme there was no table : th scheeme was created just for this purpose.,fear
Jhipster,websocket doesnt work though,sadness
Jhipster,"Hey @jdubois , do we have any documentation for removing Liquibase from the project? Or just remove the Maven dependencies and hit run until I get no more errors?",fear
Jhipster,"For context: Fortunate enough to have a dedicated DB person this project, so I'll just go ahead and create all the entities with the jHipster tool so I do get the awesome code generation, then manually map the @Table and other Hibernate variables.",joy
Jhipster,"No, but it's easy -> remove it from the DatabaseConfiguration class (there's a specific Spring bean which runs it)",joy
Jhipster,"alright, thanks. ",love
Jhipster,"That makes the app crash, just gonna go ahead and write a guide as I do this.",sadness
Jhipster,it shouldn't,fear
Jhipster,good news I finally got SQL Server working,joy
Jhipster,alright fortunately I basically documented everything,joy
Jhipster,it really isn't that hard it just has a lot of weird ass details you gotta nail otherwise it'll just fail.,sadness
Jhipster,I can't test it as I don't have SQL Server,sadness
Jhipster,"yes it interests me, but I'm really not sure they will",fear
Jhipster,and anyway I'm on a Mac,sadness
Jhipster,I'm reading it! Thanks!,joy
Jhipster,glad to know no one will have to go through this suffering,joy
Jhipster,but it changes a lot of stuff in the templates,fear
Jhipster,I would need to make a new repo for the samples,sadness
Jhipster,"not sure if I'll do this, it's quite a lot of work, and it would be temporary as I won't be able to maintain everything",sadness
Jhipster,"Yes, I'll put this feature in BETA anyway, so hopefully it won't break too many things",fear
Jhipster,it's surprisingly easy in fact,surprise
Jhipster,"actually I'm gonna get drunk and will do that tomorrow, today was a long day haha",joy
Jhipster,"@jdubois please keep me updated on the feedback with the SQL Server tip, it's pretty sketchy, it does work but it's plain weird.",fear
Jhipster,"anyway saw the tips n' tricks section, good stuff.",joy
Jhipster,Tips and tricks look awesome,joy
Jhipster,"but documentation doesnt seem the correct place, coz documentation otherwise talks about using what is bundled in the generator and tips and tricks is about using external plugins and stuff rite",fear
Jhipster,"this is confusing to me. I can see why frontend would like to have it's own server stack, but to me the whole architecture seem to be a recipe for problems ",fear
Jhipster,I suspect this would create many problems,fear
Jhipster,I dont know if it will create problem but it would take more effort and is more complex,anger
Jhipster,"Hi!\nI'm trying to deploy the generated warfile but I get a WARNING: Unable to load class [my.package.ApplicationWebXml] to check against the @HandlesTypes annotation of one or more ServletContentInitializers. error , same for ApplicationWebXML and for LoggingAspect. I get the same errors for both the \basic\ and the .original warfile that was generated. Any tips to solve this?",fear
Jhipster,I got Exception in thread \main\ java.lang.UnsupportedClassVersionError: my/package/Application : Unsupported major.minor version 52.0,fear
JSPM,Another question: github.jspm.io is unbelivably slow (20 seconds to load jquery.min.js). Is it known issue?,fear
JSPM,But I can't find anything about it in ES6 draft: https://people.mozilla.org/~jorendorff/es6-draft.html,sadness
JSPM,I'm mainly concerned with browser environment,fear
JSPM,"Because on server CJS is standard, there's no problem",joy
JSPM,We're not at a place yet to define these workflows unfortunately,sadness
JSPM,I think it will still be another 6 months or so,sadness
JSPM,we're still in teething,sadness
JSPM,but yeah it's not easy at the moment,fear
JSPM,I'm more concerned about existing plugins than ES6 transcompilation,fear
JSPM,We need somehow to allow authors to create ecosystem builds for their existing components. Not only the new that are written in ES6 format.,fear
JSPM,yes that's a good target,joy
JSPM,NPM allows only for one \attachment\ per version,sadness
JSPM,And if you publish something to NPM it stays there forever.,sadness
JSPM,but we have no standard output format unfortunately,sadness
JSPM,Maybe I don't understand something,fear
JSPM,"I don't understand why they standardized loading, but not defining.",anger
JSPM,No. How SytemJS is deviating from standard ES6 Loader :),fear
JSPM,all extensions are non-standard,sadness
JSPM,It's shame they didn't standardize System.register API,anger
JSPM,Now I need to persuade people to it,anger
JSPM,note that the browser loader itself is still not a confirmed spec,fear
JSPM,so things are still up in the air unfortunately,sadness
JSPM,yeah it's looking likely unfortunately,fear
JSPM,"So System.js won't be a standard interface anymore, right?",sadness
JSPM,"nothing, I'm little annoyed by this spec changes",anger
JSPM,yes desperately,anger
JSPM,"and we need it now, not in 3 years time",anger
JSPM,"But now, I don't know what to use anymore",fear
JSPM,UMD is a big fail,anger
JSPM,I don't know,sadness
JSPM,yes dynamic loading is screwed,anger
JSPM,Pure AMD solves this,joy
JSPM,For sure browserify allows for easy CJS -> AMD compilation,joy
JSPM,So it can be used for builds,joy
JSPM,difficulty is it is not just the format,fear
JSPM,but also the resolution process,fear
JSPM,how do I write code that uses jquery,fear
JSPM,"As for registry - yes, that's more serious problem",fear
JSPM,AMD for browsers is difficult to argue these days,sadness
JSPM,But that's loading stuff. Can't you use AMD-style defining and use System.js for circular dependencies support?,fear
JSPM,but it doesn't allow module portability,sadness
JSPM,which doesn't support that,sadness
JSPM,So AMD's \define\ supports circular dependencies :),joy
JSPM,It's AMD's \require\ that doesn't,sadness
JSPM,no AMD supports circular dependencies,joy
JSPM,but its different to ES6 and CommonJS circular dependencies,sadness
JSPM,Maybe some link? :(,fear
JSPM,all different!,fear
JSPM,What happens when you load AMD / CommonJS module with System.js?,fear
JSPM,What is the circular references behavior in each case?,fear
JSPM,"if I change p, the export value changes",fear
JSPM,but you can't match exact semantics,sadness
JSPM,"OK, so choice is simple. System.register :)",joy
JSPM,Would love to hear feedback on this - should all packages allow `require('pkg/submodule')`? Or could we restrict all packages to only expose main?,fear
JSPM,"thanks, that makes sense... so we should always support it because requiring users to make lots of separate packages for separate functionality becomes impractical at some level, when wanting to make highly modular libs",joy
JSPM,I'm porting existing RequireJS application and it turns out each `paths` entry actually means two things. E.g. `foo -> components/foo` actually means `foo -> components/foo.js` + `foo/* -> components/foo/*.js`,fear
JSPM,It makes a lot of sense to me,joy
JSPM,"yes, I guess I was still following the dream then of everything being a module name",sadness
JSPM,but users ended up preferring paths as it was what they expected,sadness
JSPM,whereas module names aren't intuitive,sadness
JSPM,which then becomes a bit confounding as to how to do the whole main / path thing,fear
JSPM,"But it this change allows you to implement require('foo.css'), I'm all for it :)",joy
JSPM,but the ES6 default will be to expect extensions,fear
JSPM,Is there a way to pass one extension through many plugins? Like middleware?,fear
JSPM,but I think it's ugly,anger
JSPM,But probably there's issue porting gulp to browser,sadness
JSPM,You can easily create new gulp pipeline from existing ones,joy
JSPM,"it could certainly be possible, but I'm not sure its something to encourage",fear
JSPM,With string you can't override existing plugin I guess,sadness
JSPM,"but yes, completely contrary to the webpack point of view",sadness
JSPM,Sites seems to support only .js mains,sadness
JSPM,great point!,joy
JSPM,but you could map bootstrap to bootstrap.css or bootstrap.js,surprise
JSPM,I'm not sure what the spec plan is currently for unconfigured sites,fear
JSPM,but the js is kind or irrelevant here,sadness
JSPM,not sure I follow,fear
JSPM,"NVM, I confused meaning of them.",fear
JSPM,I'm not sure what values of `deps` are supposed to mean,fear
JSPM,I'm not sure the benefit outweights the complexity,fear
JSPM,"yeah, good luck with that :D",joy
JSPM,I don't see what's wrong with the extra typeing though,anger
JSPM,we don't complain about it when doing\n<link href=\bootstrap/css/boostrap.css\>,sadness
JSPM,not sure I follow,fear
JSPM,I'm not sure,fear
JSPM,"It kinda makes sense, but it's hard to digest for me :)",sadness
JSPM,it was your suggestion!,surprise
JSPM,"Oh yes, I've found jspm on gitter, what an awesome feeling!",joy
JSPM,@trusktr that's awesome you're getting together an example that works in all environments,joy
JSPM,it would be really interesting to share the setup you're using to support all systems,joy
JSPM,"for the overrides, I'm not sure I understand why you need to override your own repo though?",fear
JSPM,point taken on making this process easier though,joy
JSPM,"i've just created a new project using jspm v0.10.3. i'm importing a file, but for some reason it's not transpiling ES6 to ES5 (i just get an error).",fear
JSPM,can't see anything about this in the release notes. am i missing something?,fear
JSPM,"i thought system.js loaded traceur, but i can't see it being loaded now.",fear
JSPM,"@guybedford I'd be glad to share! What do you mean by \the setup you're using to support all systems for the overrides\? As in the package.json? I don't need to override my own package, but overrides in general are useful for packages used alongside jspm-compliant packages, and for testing branches. It'd be a pain to have to add overrides into a registry for every branch you want to work with.",joy
JSPM,"@OliverJAsh @guybedford Yeah, it would be very cool if SystemJS would automatically load traceur and es6-module-loader. For now, you need to also include those in your html. For example: https://github.com/trusktr/portfolio/blob/master/app/views/pages/home.html.ejs",joy
JSPM,I'm desperately trying to get system.register module format working with system.js and I don't seem to be getting anywhere.,sadness
JSPM,"It works fine for requires within a library, but when I jspm install a dependency that is build with system.js, all my named imports from the library are undefined.",fear
JSPM,"When I dig into the jspm generated code, it looks like maybe jspm is confused and is writing out some commonjs stuff.",sadness
JSPM,"Ok, it looks like I got things working. It seems that the cli just doens't detect the register format. You *must* specify it in the jpm config format section.",joy
JSPM,@guybedford I didn't see the register format specified in the docs as an option but found it by looking through the code. It would be great to add this. I think another important thing to add is that you *must* specify it for register formatted modules or they won\u2019t install correctly.,sadness
JSPM,Thanks. I got it worked out by adding it to the jpsm section.,joy
JSPM,It\u2019s not exactly documented\u2026so hopefully Guy can make a few small additions there for future travellers.,sadness
JSPM,I have no idea.,fear
JSPM,I know. We're the ones needing more docs. xD,sadness
JSPM,"oops, haha. Thought I was at the command line.",joy
JSPM,this may be an update issue,fear
JSPM,The  latest release works. I figured it out and published one with the correct configuration.,joy
JSPM,"@EisenbergEffect great, so you didn't need to set the custom config anymore?",joy
JSPM,The documentation at that link doesn\u2019t mention the \u201cregister\u201d format as an option or that it is required for correct install of register module libraries.,surprise
JSPM,It shouldn't be required - auto-detection is supposed to work,surprise
JSPM,"So, I would just extend that a litle bit maybe with a few notes to that effect and everything would be all good :)",joy
JSPM,"the update may not have cleared the cache, so may have needed an `install -f` to work",fear
JSPM,"sounds like it could have been - minor upgrades of the endpoints auto-flush the cache, but this bug fix didn't include a cache bump (I probably should have included this)",sadness
JSPM,Because it was definitely generating the wrong code for the main module. It was detecting commonjs.,sadness
JSPM,Yep :smile: It was fixed about 5 hours ago.,joy
JSPM,ok right,joy
JSPM,thanks so much - yes I need to add a register then,love
JSPM,"ok that explains it then, thanks for clarifying",joy
JSPM,ok thanks will try that,joy
JSPM,"As for branches, I mean working with branches I don't have push access to and needing an override becomes more work. Because when I change the name=endpoint:source of a package, it will no longer get the override from jspm registry, so I gotta do it at the command line. Would be nice to store it locally in package.json. :D",sadness
JSPM,I'd say just go for the centralized docs on jspm.io. It'd be totally worth it.,joy
JSPM,"> the update may not have cleared the cache, so may have needed an install -f to work but yes, can be good to set format to be sure in these cases\n\n-f? What's that? Seems like something that should be a default and probably would've prevent lots of the issues I posted on github. xD",sadness
JSPM,"> but this bug fix didn't include a cache bump\n\nIdea: Maybe use the commit hash of jspm (or combination of hashes based also on the registry and plugins). So if I the commit hash of jspm, registry, or plugins change, then it'd cause a cache bump every update. Might be slightly slower, but better than having unexpected behaviors.",fear
JSPM,Great screencast. I'd put it on frontpage :),joy
JSPM,@guybedford We have a bunch of windows users that consistently have the issue \unknown command \u201cunzip\u201d\u201d when doing a jspm install. Any ideas?,fear
JSPM,"@guybedford We have windows users that, due to the unzip issue, very quickly end up exhausting their github rate limit. So, then they get that error. When they do `jspm endpoint config github` some are still getting the rate limit issue even after the credentials test succeeded.",fear
JSPM,@guybedford This user that gets the rate limit error from GitHub is also saying they get it on Mac as well\u2026even after they have configured it with their credentials. Any ideas?,fear
JSPM,@EisenbergEffect actually that may not be a fix,fear
JSPM,so I'm a little stuck here,sadness
JSPM,"when I set credentials on the asset request to the GitHub API, I get an S3 error response",sadness
JSPM,that is an authless api.github request,anger
JSPM,adding `auth` gives a 400 error,fear
JSPM,let\u2019s see what the twitter verse says real quick..I think i know some github people,fear
JSPM,but there will still be an eventual rate limit there too,sadness
JSPM,but this is a GitHub api bug,fear
JSPM,I just don't know how to report these things,fear
JSPM,Would be nice if they had a bug tracker.,sadness
JSPM,They're good at replying.,joy
JSPM,I got response on twitter.,joy
JSPM,ok it was my fault after all,sadness
JSPM,"haha, it's been a few more bugs than that",joy
JSPM,has certainly been interesting though,joy
JSPM,It always take two days for a round of communication.,sadness
JSPM,yeah the SF timezone isn't ideal from here,sadness
JSPM,"thanks, I'll check it out",joy
JSPM,@guybedford sorry for the long time to reply. I'm updating Node now. apparently I was on 0.10.34 (35) is current for Windows,sadness
JSPM,@guybedford looks like that fixed it. I updated nodejs and then followed the instructions here: https://github.com/npm/npm/wiki/Troubleshooting#upgrading-on-windows to update my windows npm install to the 2.x versions ,joy
JSPM,Thanks for the help resolving my issue.,joy
JSPM,don't know if it was issued before but it seems like \jspm clean\ doesn't remove folders of packages installed via npm: or github:,fear
JSPM,jspm clean only removes packages not being used in the current project,sadness
JSPM,"ok , thx for the info",joy
JSPM,@guybedford Am I supposed to put `\registry\: \jspm\u201d` in package.json\u2019s jspm field if the package will be installed from `github:`?,fear
JSPM,@guybedford Or is it only meant for command line overrides? And should it be in the jspm-registry override? I think auto setting of this would alleviate confusion.,fear
JSPM,"Error getting package config for github:jspm/nodelibs-process. Unable to check repo package.json for release, status code 401. Any ideas?",fear
JSPM,@ricardomatias you've probably hit the github rate limits?,fear
JSPM,@trusktr I finally agree with you... :),joy
JSPM,thanks for pushing to make things easier,joy
JSPM,Error downloading github:jspm/nodelibs-tty. Bad response code 406. (With authentication back on.),fear
JSPM,@guybedford Thanks for getting the release out so fast!,joy
JSPM,Ping ping ping! I\u2019d like to get the jspm workflow for infamous published tonight. :D Just #380 needs a fix (or is it my fault)?,joy
JSPM,"@EisenbergEffect sure! Also aiming to look at the https://github.com/jspm/github/issues/17 issue sometime this month, just have a lot to prioritise right now.",sadness
JSPM,I understand\u2026trust me :),sadness
JSPM,Another github creds bug. Here\u2019s a screenshot from a user: http://www.screencast.com/t/YFUmnwum2aLC,sadness
JSPM,"As a side note\u2026if there\u2019s any way to not use the github api and instead use browser links, I think that would make things nicer. Another recommendation is to make the warning about github credentials a bit more obvious. I notice that people are missing that.",anger
JSPM,but that could get super annoying,anger
JSPM,yes exactly - there's an issue tracking that,fear
JSPM,"It would be nice not to have to worry about credentials. @guybedford Any conceivable way to do that? npm seems to work without a hitch, but github gives issues.",fear
JSPM,Does `npm` use api.github.com? I never see rate limit warnings from `npm`.,fear
JSPM,"release assets, not releases. how?",surprise
JSPM,I don\u2019t know what that\u2019s for. Why is it needed? I see releases here: https://github.com/jspm/jspm-cli/releases/tag/0.10.4,anger
JSPM,exactly,joy
JSPM,"What does it mean when jspm install spits back a 406 Bad Response ? Getting this from several github repos, just curious about it.",fear
JSPM,"So, the biggest issue we keep coming into contact with is Github api usage stuff.",sadness
